order_id,order_date,customer_id,product_id,category,region,sales_channel,customer_segment,quantity,unit_price,discount_pct,revenue,cost,shipping_cost,profit,payment_method
ORD106576,2025-01-02,CUST14295,P997,Books,West,Paid Search,Returning Customer,1,673.05,0.25,504.78,201.91,100.54,202.33,Debit Card
ORD101611,2025-01-02,CUST16990,P472,Beauty,East,Social Media,Returning Customer,1,753.11,0.15,640.14,316.31,174.64,149.2,Debit Card
ORD103553,2025-01-02,CUST11247,P234,Fashion,South,Organic Search,New Customer,2,2330.93,0.1,4195.67,1771.51,70.21,2353.95,UPI
ORD104061,2025-01-03,CUST16334,P347,Home & Kitchen,West,Organic Search,Returning Customer,1,7313.65,0.05,6947.97,2047.82,116.04,4784.1,UPI
ORD104612,2025-01-03,CUST15029,P191,Fashion,South,Organic Search,New Customer,1,1744.18,0.05,1656.97,662.79,167.37,826.81,Credit Card
ORD109113,2025-01-03,CUST12870,P173,Fashion,West,Social Media,Returning Customer,2,2445.28,0.2,3912.44,1858.41,213.66,1840.37,Net Banking
ORD102748,2025-01-03,CUST17660,P853,Sports,East,Paid Search,New Customer,1,3403.4,0.1,3063.06,1089.09,190.02,1783.96,Debit Card
ORD102915,2025-01-03,CUST11060,P230,Beauty,North,Direct,New Customer,2,1151.41,0.15,1957.39,967.18,65.92,924.29,UPI
ORD104436,2025-01-03,CUST19005,P259,Home & Kitchen,East,Direct,New Customer,1,7215.11,0.1,6493.6,2020.23,40.46,4432.91,COD
ORD105894,2025-01-03,CUST16346,P980,Fashion,North,Organic Search,New Customer,1,2064.66,0.25,1548.5,784.57,41.52,722.41,UPI
ORD108861,2025-01-03,CUST15338,P856,Sports,North,Referral,Returning Customer,2,3917.61,0.1,7051.7,2507.27,165.62,4378.81,Debit Card
ORD100515,2025-01-03,CUST11627,P113,Electronics,South,Email,Returning Customer,2,23477.96,0.15,39912.54,10330.3,132.01,29450.23,UPI
ORD106575,2025-01-03,CUST12414,P451,Beauty,North,Social Media,Loyal Customer,3,986.55,0.15,2515.7,1243.05,158.94,1113.71,Credit Card
ORD107656,2025-01-03,CUST19941,P532,Beauty,North,Direct,New Customer,2,1673.95,0.0,3347.89,1406.12,199.19,1742.59,Credit Card
ORD109018,2025-01-03,CUST13805,P179,Electronics,South,Organic Search,Loyal Customer,1,18914.22,0.1,17022.8,4161.13,89.73,12771.94,Net Banking
ORD103124,2025-01-03,CUST17757,P247,Beauty,North,Organic Search,Loyal Customer,1,1152.16,0.0,1152.16,483.91,226.0,442.26,UPI
ORD107321,2025-01-03,CUST16530,P641,Fashion,East,Paid Search,New Customer,1,2737.15,0.15,2326.58,1040.12,208.46,1078.0,Net Banking
ORD107411,2025-01-04,CUST16795,P331,Fashion,East,Organic Search,New Customer,2,2715.71,0.0,5431.43,2063.94,238.68,3128.8,Credit Card
ORD109548,2025-01-04,CUST19482,P729,Fashion,South,Social Media,Returning Customer,1,1846.65,0.0,1846.65,701.73,179.14,965.78,Credit Card
ORD108937,2025-01-04,CUST14749,P990,Books,South,Organic Search,New Customer,3,512.36,0.1,1383.36,461.12,149.07,773.17,UPI
ORD102120,2025-01-04,CUST15581,P893,Sports,South,Referral,Returning Customer,1,2710.06,0.05,2574.56,867.22,118.85,1588.5,Debit Card
ORD107005,2025-01-04,CUST12217,P632,Home & Kitchen,North,Email,Loyal Customer,1,6151.84,0.05,5844.25,1722.51,171.46,3950.27,Net Banking
ORD106503,2025-01-04,CUST16158,P254,Electronics,South,Organic Search,Loyal Customer,1,24371.93,0.2,19497.54,5361.82,153.99,13981.72,Debit Card
ORD106864,2025-01-04,CUST11914,P838,Fashion,North,Referral,Returning Customer,2,2906.4,0.0,5812.81,2208.87,45.52,3558.42,Debit Card
ORD104781,2025-01-04,CUST13108,P650,Home & Kitchen,South,Direct,Loyal Customer,2,6422.76,0.15,10918.7,3596.75,76.02,7245.93,Credit Card
ORD102672,2025-01-04,CUST13450,P881,Beauty,South,Organic Search,New Customer,1,1565.6,0.2,1252.48,657.55,223.77,371.15,Credit Card
ORD100045,2025-01-04,CUST15179,P240,Beauty,North,Organic Search,Returning Customer,1,1933.51,0.25,1450.13,812.07,235.19,402.87,Credit Card
ORD103984,2025-01-04,CUST15485,P481,Sports,East,Paid Search,New Customer,1,3048.56,0.05,2896.13,975.54,247.24,1673.35,Credit Card
ORD108396,2025-01-04,CUST13288,P136,Fashion,South,Direct,Returning Customer,1,2508.38,0.1,2257.54,953.18,199.76,1104.6,Debit Card
ORD106254,2025-01-04,CUST17523,P293,Fashion,South,Organic Search,Returning Customer,2,1679.45,0.05,3190.96,1276.38,133.52,1781.05,UPI
ORD106579,2025-01-04,CUST19339,P933,Fashion,West,Paid Search,Returning Customer,2,993.01,0.15,1688.11,754.69,212.37,721.06,Net Banking
ORD102335,2025-01-05,CUST17061,P769,Fashion,South,Paid Search,New Customer,2,1582.19,0.1,2847.95,1202.47,186.13,1459.36,Debit Card
ORD108877,2025-01-05,CUST17977,P972,Home & Kitchen,West,Social Media,New Customer,1,5717.88,0.05,5431.99,1601.01,159.07,3671.92,Credit Card
ORD106780,2025-01-05,CUST19026,P359,Home & Kitchen,West,Direct,Loyal Customer,1,3974.41,0.1,3576.96,1112.83,238.54,2225.59,UPI
ORD106565,2025-01-05,CUST12546,P810,Home & Kitchen,South,Email,New Customer,1,4918.32,0.15,4180.57,1377.13,141.18,2662.26,Debit Card
ORD105558,2025-01-05,CUST12786,P357,Home & Kitchen,North,Organic Search,Returning Customer,2,4550.6,0.25,6825.9,2548.33,48.55,4229.01,Debit Card
ORD107104,2025-01-05,CUST15284,P582,Home & Kitchen,North,Social Media,New Customer,1,5378.45,0.05,5109.53,1505.97,101.1,3502.46,COD
ORD106593,2025-01-05,CUST18342,P115,Sports,South,Direct,Returning Customer,1,2037.0,0.1,1833.3,651.84,244.3,937.16,UPI
ORD107420,2025-01-05,CUST12915,P334,Home & Kitchen,West,Direct,Loyal Customer,1,5768.32,0.15,4903.07,1615.13,136.23,3151.71,UPI
ORD107932,2025-01-05,CUST14960,P651,Fashion,South,Organic Search,Returning Customer,2,1556.1,0.1,2800.98,1182.64,172.35,1446.0,Debit Card
ORD100938,2025-01-05,CUST17301,P615,Electronics,North,Social Media,New Customer,1,11098.91,0.0,11098.91,2441.76,148.79,8508.36,Credit Card
ORD101107,2025-01-05,CUST13168,P468,Sports,South,Organic Search,Returning Customer,1,2282.49,0.2,1825.99,730.4,204.97,890.63,Credit Card
ORD108289,2025-01-05,CUST19174,P195,Fashion,Central,Email,New Customer,2,2131.17,0.1,3836.1,1619.69,242.61,1973.8,Net Banking
ORD106817,2025-01-05,CUST10881,P205,Books,North,Direct,Loyal Customer,1,588.5,0.1,529.65,176.55,137.23,215.87,Debit Card
ORD104108,2025-01-05,CUST11738,P621,Books,North,Social Media,Loyal Customer,1,399.67,0.0,399.67,119.9,165.5,114.27,Debit Card
ORD102465,2025-01-05,CUST18211,P727,Home & Kitchen,South,Organic Search,Loyal Customer,1,6032.33,0.2,4825.86,1689.05,82.6,3054.21,UPI
ORD107986,2025-01-05,CUST12907,P958,Sports,West,Referral,Returning Customer,2,4044.3,0.0,8088.61,2588.35,154.36,5345.89,UPI
ORD100407,2025-01-05,CUST15427,P615,Electronics,Central,Direct,New Customer,1,20105.86,0.1,18095.28,4423.29,111.64,13560.35,UPI
ORD107758,2025-01-06,CUST18845,P456,Books,South,Email,New Customer,3,656.88,0.1,1773.58,591.19,225.66,956.72,UPI
ORD108814,2025-01-06,CUST16679,P425,Beauty,North,Paid Search,New Customer,4,1229.25,0.25,3687.76,2065.14,243.53,1379.08,UPI
ORD101192,2025-01-06,CUST16857,P929,Home & Kitchen,South,Paid Search,New Customer,1,4483.49,0.05,4259.32,1255.38,159.89,2844.05,UPI
ORD107561,2025-01-06,CUST11927,P440,Beauty,North,Social Media,Returning Customer,1,1146.21,0.2,916.97,481.41,83.38,352.18,Credit Card
ORD103796,2025-01-06,CUST10768,P331,Fashion,South,Organic Search,New Customer,3,1905.91,0.25,4288.3,2172.74,197.16,1918.4,Debit Card
ORD105635,2025-01-06,CUST15078,P776,Electronics,West,Social Media,Returning Customer,1,28457.09,0.15,24188.52,6260.56,241.21,17686.75,Debit Card
ORD100392,2025-01-06,CUST18221,P672,Home & Kitchen,East,Paid Search,Loyal Customer,1,4099.6,0.0,4099.6,1147.89,244.32,2707.4,COD
ORD106523,2025-01-06,CUST19518,P331,Home & Kitchen,South,Organic Search,New Customer,1,5742.69,0.15,4881.29,1607.95,138.79,3134.55,UPI
ORD102888,2025-01-06,CUST15924,P997,Sports,South,Direct,Returning Customer,1,3983.95,0.2,3187.16,1274.86,53.63,1858.66,UPI
ORD105728,2025-01-06,CUST18587,P409,Electronics,East,Paid Search,New Customer,1,12464.16,0.2,9971.33,2742.11,204.36,7024.85,Credit Card
ORD102964,2025-01-06,CUST18136,P122,Sports,East,Referral,Loyal Customer,1,3052.75,0.2,2442.2,976.88,141.95,1323.36,COD
ORD103395,2025-01-06,CUST14929,P310,Books,South,Direct,Returning Customer,2,679.99,0.1,1223.98,407.99,226.89,589.1,Net Banking
ORD107734,2025-01-06,CUST10335,P252,Electronics,East,Paid Search,New Customer,2,21367.82,0.1,38462.07,9401.84,217.92,28842.32,Credit Card
ORD101191,2025-01-06,CUST12632,P370,Fashion,North,Referral,New Customer,1,1453.4,0.1,1308.06,552.29,197.91,557.86,Credit Card
ORD104886,2025-01-07,CUST10265,P356,Home & Kitchen,North,Organic Search,Returning Customer,2,3808.89,0.1,6856.0,2132.98,226.99,4496.04,Debit Card
ORD108292,2025-01-07,CUST13077,P343,Electronics,South,Social Media,Returning Customer,3,16232.51,0.15,41392.91,10713.46,67.98,30611.47,COD
ORD104409,2025-01-07,CUST13569,P787,Fashion,South,Email,Returning Customer,1,1656.22,0.1,1490.6,629.36,233.32,627.91,Credit Card
ORD108751,2025-01-07,CUST11402,P215,Home & Kitchen,South,Social Media,Loyal Customer,1,6779.36,0.05,6440.39,1898.22,178.14,4364.03,UPI
ORD104496,2025-01-07,CUST12816,P275,Fashion,South,Email,Returning Customer,1,2267.22,0.15,1927.14,861.54,155.35,910.25,UPI
ORD106332,2025-01-07,CUST13412,P608,Fashion,North,Direct,Loyal Customer,2,2869.28,0.0,5738.56,2180.65,61.22,3496.68,Debit Card
ORD107706,2025-01-07,CUST18737,P674,Fashion,East,Organic Search,New Customer,2,3161.57,0.1,5690.82,2402.79,249.44,3038.59,UPI
ORD102342,2025-01-07,CUST19866,P883,Electronics,North,Direct,New Customer,1,18796.51,0.1,16916.86,4135.23,88.01,12693.62,UPI
ORD103338,2025-01-07,CUST12490,P297,Fashion,East,Direct,Returning Customer,1,2465.24,0.0,2465.24,936.79,94.99,1433.46,UPI
ORD102118,2025-01-07,CUST10527,P169,Electronics,North,Organic Search,Loyal Customer,1,15019.91,0.2,12015.93,3304.38,111.87,8599.68,Debit Card
ORD100173,2025-01-08,CUST10009,P968,Home & Kitchen,Central,Direct,New Customer,1,6975.55,0.1,6277.99,1953.15,200.9,4123.94,Debit Card
ORD105828,2025-01-08,CUST16542,P550,Home & Kitchen,East,Organic Search,Returning Customer,1,4579.47,0.05,4350.5,1282.25,106.77,2961.48,Credit Card
ORD103533,2025-01-08,CUST19583,P495,Home & Kitchen,South,Email,Returning Customer,2,4886.3,0.1,8795.35,2736.33,80.17,5978.85,COD
ORD104107,2025-01-08,CUST13208,P818,Electronics,East,Direct,New Customer,1,21024.15,0.0,21024.15,4625.31,200.48,16198.36,Debit Card
ORD109326,2025-01-08,CUST14397,P658,Sports,East,Direct,Returning Customer,1,3565.3,0.0,3565.3,1140.9,40.6,2383.8,Debit Card
ORD101150,2025-01-08,CUST14372,P170,Beauty,East,Email,New Customer,1,1792.88,0.05,1703.24,753.01,209.72,740.5,Debit Card
ORD105723,2025-01-08,CUST18955,P648,Electronics,South,Organic Search,Loyal Customer,1,33354.21,0.25,25015.66,7337.93,87.98,17589.75,UPI
ORD107719,2025-01-08,CUST16525,P329,Books,West,Social Media,Returning Customer,1,842.2,0.1,757.98,252.66,118.11,387.21,Debit Card
ORD101253,2025-01-08,CUST18174,P189,Electronics,East,Direct,New Customer,1,20946.24,0.05,19898.93,4608.17,126.6,15164.15,UPI
ORD105364,2025-01-08,CUST11050,P716,Fashion,South,Paid Search,New Customer,1,2134.86,0.0,2134.86,811.25,206.86,1116.75,UPI
ORD105526,2025-01-08,CUST19913,P411,Beauty,South,Organic Search,New Customer,1,679.37,0.0,679.37,285.34,75.91,318.13,Debit Card
ORD104562,2025-01-08,CUST19547,P134,Books,Central,Paid Search,Loyal Customer,2,597.36,0.15,1015.51,358.42,156.63,500.47,Debit Card
ORD101037,2025-01-08,CUST16509,P308,Beauty,South,Direct,New Customer,1,1757.81,0.2,1406.25,738.28,56.67,611.3,Net Banking
ORD109893,2025-01-08,CUST18790,P634,Beauty,North,Email,New Customer,1,1612.45,0.2,1289.96,677.23,183.53,429.2,COD
ORD104735,2025-01-08,CUST18495,P452,Electronics,South,Social Media,Returning Customer,2,23097.25,0.25,34645.88,10162.79,49.23,24433.86,COD
ORD100033,2025-01-08,CUST19435,P839,Books,East,Social Media,Returning Customer,1,890.42,0.15,756.86,267.13,109.34,380.39,Debit Card
ORD109089,2025-01-08,CUST19207,P894,Beauty,East,Paid Search,New Customer,3,1401.33,0.1,3783.6,1765.68,95.82,1922.1,COD
ORD100022,2025-01-08,CUST17254,P819,Home & Kitchen,Central,Organic Search,Returning Customer,1,5143.02,0.0,5143.02,1440.04,69.41,3633.57,Credit Card
ORD105686,2025-01-09,CUST10541,P376,Fashion,South,Organic Search,New Customer,1,2538.97,0.0,2538.97,964.81,242.67,1331.49,UPI
ORD108706,2025-01-09,CUST13614,P107,Beauty,North,Paid Search,New Customer,2,2585.02,0.15,4394.54,2171.42,214.82,2008.3,Net Banking
ORD105997,2025-01-09,CUST19484,P757,Sports,West,Direct,New Customer,1,3820.53,0.15,3247.45,1222.57,106.37,1918.51,Net Banking
ORD100805,2025-01-09,CUST16842,P766,Beauty,West,Social Media,Returning Customer,1,679.62,0.1,611.66,285.44,55.35,270.87,Credit Card
ORD100701,2025-01-09,CUST18245,P587,Electronics,South,Organic Search,New Customer,1,9149.45,0.1,8234.51,2012.88,185.89,6035.74,Credit Card
ORD101426,2025-01-09,CUST11453,P919,Electronics,West,Organic Search,New Customer,1,26911.47,0.05,25565.9,5920.52,138.46,19506.92,UPI
ORD103413,2025-01-09,CUST13938,P607,Home & Kitchen,West,Organic Search,New Customer,1,5282.53,0.25,3961.9,1479.11,246.13,2236.65,Debit Card
ORD104038,2025-01-09,CUST13072,P511,Beauty,North,Social Media,New Customer,3,1041.01,0.05,2966.88,1311.67,156.55,1498.65,COD
ORD109940,2025-01-09,CUST10898,P748,Books,North,Email,Returning Customer,1,534.24,0.05,507.53,160.27,70.34,276.92,COD
ORD101796,2025-01-09,CUST16664,P484,Beauty,East,Referral,Loyal Customer,1,1437.23,0.1,1293.5,603.64,225.29,464.58,COD
ORD106779,2025-01-09,CUST14309,P839,Electronics,North,Paid Search,Returning Customer,3,19458.01,0.05,55455.32,12842.29,215.52,42397.51,COD
ORD108342,2025-01-09,CUST19399,P625,Electronics,South,Social Media,Returning Customer,2,24190.08,0.15,41123.14,10643.64,62.16,30417.34,Credit Card
ORD101656,2025-01-09,CUST17581,P403,Fashion,West,Social Media,Returning Customer,1,2524.25,0.05,2398.04,959.22,43.42,1395.4,Net Banking
ORD106074,2025-01-09,CUST17848,P751,Home & Kitchen,South,Social Media,Returning Customer,1,7896.27,0.2,6317.01,2210.95,80.11,4025.95,Debit Card
ORD102752,2025-01-09,CUST16640,P614,Home & Kitchen,Central,Organic Search,New Customer,1,6360.2,0.25,4770.15,1780.86,207.15,2782.14,UPI
ORD105834,2025-01-09,CUST18364,P821,Sports,West,Paid Search,New Customer,1,2113.79,0.15,1796.72,676.41,168.46,951.85,COD
ORD100326,2025-01-09,CUST17919,P652,Fashion,North,Organic Search,Loyal Customer,2,2068.74,0.1,3723.73,1572.24,170.39,1981.1,Net Banking
ORD109400,2025-01-09,CUST10910,P175,Beauty,South,Referral,New Customer,2,2007.21,0.1,3612.99,1686.06,207.83,1719.1,COD
ORD100541,2025-01-09,CUST18213,P624,Beauty,South,Organic Search,Loyal Customer,1,1707.26,0.0,1707.26,717.05,162.82,827.39,UPI
ORD109928,2025-01-10,CUST15878,P863,Sports,East,Paid Search,Loyal Customer,1,3119.26,0.1,2807.34,998.16,199.27,1609.91,UPI
ORD104222,2025-01-10,CUST10973,P786,Books,Central,Organic Search,Returning Customer,1,954.62,0.0,954.62,286.38,108.9,559.33,Credit Card
ORD105122,2025-01-10,CUST10489,P803,Electronics,South,Direct,New Customer,1,17894.75,0.05,17000.01,3936.85,89.08,12974.08,UPI
ORD105403,2025-01-10,CUST15808,P170,Home & Kitchen,South,Social Media,Returning Customer,1,5360.71,0.15,4556.6,1501.0,60.52,2995.09,Net Banking
ORD103402,2025-01-10,CUST10852,P296,Books,North,Direct,New Customer,1,686.63,0.2,549.31,205.99,65.97,277.35,Credit Card
ORD100751,2025-01-10,CUST18274,P591,Books,East,Paid Search,New Customer,1,588.15,0.2,470.52,176.44,65.23,228.84,Credit Card
ORD109435,2025-01-10,CUST13096,P873,Home & Kitchen,South,Email,Returning Customer,2,6026.67,0.05,11450.67,3374.94,248.38,7827.36,UPI
ORD102405,2025-01-10,CUST19297,P646,Beauty,West,Paid Search,Loyal Customer,2,1644.1,0.15,2794.97,1381.04,242.99,1170.94,UPI
ORD104568,2025-01-10,CUST12479,P607,Electronics,East,Social Media,Returning Customer,1,28609.36,0.05,27178.9,6294.06,42.32,20842.52,Net Banking
ORD102582,2025-01-10,CUST14080,P176,Fashion,East,Social Media,Loyal Customer,1,2465.41,0.25,1849.06,936.86,63.55,848.66,Credit Card
ORD101199,2025-01-10,CUST14925,P638,Electronics,South,Paid Search,New Customer,1,32358.47,0.0,32358.47,7118.86,192.71,25046.9,Credit Card
ORD108762,2025-01-10,CUST17084,P667,Fashion,South,Referral,New Customer,1,1875.08,0.05,1781.32,712.53,167.13,901.66,COD
ORD107747,2025-01-10,CUST17357,P997,Beauty,West,Paid Search,New Customer,2,973.62,0.0,1947.24,817.84,151.03,978.38,Net Banking
ORD101238,2025-01-10,CUST19518,P881,Books,West,Social Media,Loyal Customer,3,802.9,0.15,2047.39,722.61,220.55,1104.24,Net Banking
ORD104085,2025-01-10,CUST12322,P973,Electronics,South,Organic Search,Returning Customer,1,17996.47,0.15,15297.0,3959.22,59.08,11278.7,UPI
ORD108270,2025-01-10,CUST10391,P708,Home & Kitchen,South,Referral,New Customer,3,4861.48,0.1,13125.99,4083.64,246.23,8796.11,Credit Card
ORD105914,2025-01-10,CUST13189,P696,Fashion,South,Organic Search,Returning Customer,1,3256.04,0.15,2767.63,1237.3,90.41,1439.93,Credit Card
ORD107368,2025-01-10,CUST11642,P121,Home & Kitchen,North,Organic Search,New Customer,3,3688.52,0.0,11065.56,3098.36,215.53,7751.67,Debit Card
ORD105307,2025-01-10,CUST11031,P829,Fashion,North,Organic Search,New Customer,2,2751.74,0.05,5228.31,2091.32,154.29,2982.7,UPI
ORD109017,2025-01-10,CUST14802,P249,Sports,East,Direct,Returning Customer,1,2621.33,0.25,1966.0,838.83,239.81,887.36,UPI
ORD102345,2025-01-10,CUST17942,P265,Beauty,West,Social Media,New Customer,2,1476.5,0.0,2953.01,1240.26,246.81,1465.93,UPI
ORD107557,2025-01-10,CUST17562,P820,Fashion,South,Referral,New Customer,1,1726.79,0.0,1726.79,656.18,186.02,884.59,COD
ORD101494,2025-01-10,CUST11521,P155,Beauty,Central,Direct,Loyal Customer,1,1600.25,0.15,1360.21,672.11,113.1,575.0,Net Banking
ORD108735,2025-01-10,CUST17294,P583,Books,West,Email,New Customer,2,374.39,0.05,711.35,224.64,134.44,352.27,UPI
ORD108491,2025-01-10,CUST15379,P972,Electronics,South,Paid Search,Loyal Customer,1,17014.5,0.05,16163.78,3743.19,116.61,12303.98,UPI
ORD104743,2025-01-11,CUST15288,P542,Books,North,Paid Search,Loyal Customer,1,761.8,0.0,761.8,228.54,201.36,331.9,Debit Card
ORD108034,2025-01-11,CUST11675,P125,Sports,East,Email,New Customer,1,2983.36,0.15,2535.85,954.67,91.93,1489.25,UPI
ORD104610,2025-01-11,CUST10620,P646,Home & Kitchen,North,Email,New Customer,1,7539.68,0.05,7162.69,2111.11,223.19,4828.39,UPI
ORD108262,2025-01-11,CUST14941,P889,Sports,West,Email,New Customer,1,3055.05,0.1,2749.54,977.62,197.78,1574.14,UPI
ORD107755,2025-01-11,CUST12005,P456,Beauty,North,Paid Search,Returning Customer,2,1517.89,0.1,2732.2,1275.03,247.06,1210.12,UPI
ORD108046,2025-01-11,CUST15113,P703,Beauty,North,Organic Search,New Customer,1,1279.03,0.05,1215.08,537.19,83.81,594.07,Credit Card
ORD104103,2025-01-11,CUST11305,P394,Electronics,North,Paid Search,Returning Customer,1,20647.18,0.1,18582.46,4542.38,128.6,13911.49,Debit Card
ORD109129,2025-01-11,CUST14400,P823,Books,South,Paid Search,Loyal Customer,1,624.15,0.2,499.32,187.24,198.44,113.64,Debit Card
ORD106095,2025-01-11,CUST12162,P505,Beauty,West,Social Media,Returning Customer,2,1282.2,0.15,2179.75,1077.05,113.81,988.88,Credit Card
ORD107458,2025-01-11,CUST16064,P443,Home & Kitchen,East,Social Media,Returning Customer,1,5949.36,0.0,5949.36,1665.82,240.26,4043.27,COD
ORD100993,2025-01-11,CUST13720,P521,Fashion,West,Direct,Returning Customer,2,2635.31,0.2,4216.5,2002.84,171.56,2042.11,Net Banking
ORD108140,2025-01-11,CUST19732,P666,Electronics,West,Organic Search,Returning Customer,1,16589.73,0.2,13271.78,3649.74,186.78,9435.26,UPI
ORD108033,2025-01-12,CUST15595,P406,Electronics,East,Organic Search,Returning Customer,1,14024.15,0.05,13322.94,3085.31,46.35,10191.28,Credit Card
ORD101644,2025-01-12,CUST13858,P325,Electronics,North,Direct,Loyal Customer,1,14707.3,0.0,14707.3,3235.61,146.71,11324.98,UPI
ORD102174,2025-01-12,CUST10711,P725,Home & Kitchen,East,Email,New Customer,1,2576.62,0.15,2190.13,721.45,82.78,1385.89,UPI
ORD103599,2025-01-12,CUST18430,P795,Beauty,West,Direct,Returning Customer,3,1274.5,0.05,3632.32,1605.87,111.23,1915.22,Credit Card
ORD107923,2025-01-12,CUST16957,P965,Electronics,North,Social Media,Loyal Customer,2,21053.5,0.1,37896.3,9263.54,147.59,28485.18,Debit Card
ORD101420,2025-01-12,CUST14206,P301,Home & Kitchen,East,Referral,Loyal Customer,1,7183.1,0.2,5746.48,2011.27,225.1,3510.11,COD
